,State,County,Latitude,Longitude,TotalVets,MaleVets,FemaleVets,WhiteVets,BlackVets,HispanicVets,OtherRaceVets,LessThanHSVets,HighSchOnlyVets,SomeCollegeVets,CollegeDegreeVets,EmployeedVets,UnemployeedVets
2626,TX,Dallam,31.1693363,-100.0768425,363,322,40,229,56,76,1,57,122,164,16,200,0
2627,TX,Dallas,31.1693363,-100.0768425,91155,82179,8976,49073,26945,11661,6538,5372,20178,34949,30654,72923,3705
2628,TX,Dawson,31.1693363,-100.0768425,337,275,61,178,20,138,4,41,130,101,63,287,0
2629,TX,Deaf Smith,31.1693363,-100.0768425,537,483,53,312,3,221,23,7,217,234,77,471,0
2630,TX,Delta,31.1693363,-100.0768425,419,345,73,385,26,0,6,18,144,189,66,286,0
2631,TX,Denton,31.1693363,-100.0768425,41197,37404,3793,32021,3858,3709,2415,1235,7226,16376,16358,35841,1401
2632,TX,DeWitt,31.1693363,-100.0768425,1091,1016,74,858,55,177,74,84,377,487,141,766,79
2633,TX,Dickens,31.1693363,-100.0768425,142,104,37,99,0,42,1,24,33,57,25,74,0
2634,TX,Dimmit,31.1693363,-100.0768425,408,408,0,122,0,285,22,91,176,52,87,284,46
2635,TX,Donley,31.1693363,-100.0768425,255,239,16,226,10,13,4,17,85,125,26,225,0
2636,TX,Duval,31.1693363,-100.0768425,447,427,20,110,0,336,0,67,183,87,108,349,0
2637,TX,Eastland,31.1693363,-100.0768425,1228,1175,51,1124,31,67,47,58,398,621,150,927,112
2638,TX,Ector,31.1693363,-100.0768425,5650,5205,444,3427,369,1845,420,341,2078,2323,906,4860,160
2639,TX,Edwards,31.1693363,-100.0768425,159,141,17,90,0,67,1,12,26,84,36,140,0
2640,TX,Ellis,31.1693363,-100.0768425,10718,9678,1038,8216,1347,965,306,496,2401,4660,3159,8559,320
2641,TX,El Paso,31.1693363,-100.0768425,47484,41758,5725,15021,6082,25149,4677,2646,9705,21483,13648,35670,2453
2642,TX,Erath,31.1693363,-100.0768425,2500,2343,157,2054,0,348,115,321,545,917,715,1826,120
2643,TX,Falls,31.1693363,-100.0768425,1188,1099,89,881,232,49,43,152,375,463,195,510,0
2644,TX,Fannin,31.1693363,-100.0768425,2862,2675,187,2338,271,122,142,274,1021,1052,513,1764,155
2645,TX,Fayette,31.1693363,-100.0768425,1643,1575,66,1520,44,69,32,97,568,589,387,1276,0
2646,TX,Fisher,31.1693363,-100.0768425,287,269,17,205,0,69,14,34,85,135,31,211,0
2647,TX,Floyd,31.1693363,-100.0768425,293,280,12,230,9,51,0,39,74,105,72,183,17
2648,TX,Foard,31.1693363,-100.0768425,75,75,0,72,0,3,0,18,29,27,0,60,0
2649,TX,Fort Bend,31.1693363,-100.0768425,25993,23729,2262,13943,7040,3380,2509,992,4758,9577,10664,21694,780
2650,TX,Franklin,31.1693363,-100.0768425,827,794,32,728,38,43,29,71,156,275,324,720,5
2651,TX,Freestone,31.1693363,-100.0768425,1145,1092,53,887,237,23,3,156,521,347,120,621,30
2652,TX,Frio,31.1693363,-100.0768425,693,646,46,297,17,376,53,49,129,436,76,310,0
2653,TX,Gaines,31.1693363,-100.0768425,489,483,5,321,11,146,11,4,132,232,119,471,0
2654,TX,Galveston,31.1693363,-100.0768425,21542,19578,1964,15913,2592,2785,682,1275,5344,8720,6201,17680,1192
2655,TX,Garza,31.1693363,-100.0768425,126,115,10,107,0,18,0,13,29,21,60,90,0
2656,TX,Gillespie,31.1693363,-100.0768425,1912,1791,120,1871,8,3,30,117,472,690,632,1718,186
2657,TX,Glasscock,31.1693363,-100.0768425,24,24,0,24,0,0,0,3,16,3,1,0,-23
2658,TX,Goliad,31.1693363,-100.0768425,515,454,60,329,46,131,27,39,163,252,59,367,25
2659,TX,Gonzales,31.1693363,-100.0768425,1045,969,76,661,126,264,69,127,555,212,151,830,0
2660,TX,Gray,31.1693363,-100.0768425,1156,1087,69,932,55,121,63,53,247,633,221,702,70
2661,TX,Grayson,31.1693363,-100.0768425,10021,9155,866,8738,623,379,368,457,2626,4887,2049,7780,237
2662,TX,Gregg,31.1693363,-100.0768425,7449,6865,583,5818,1095,351,227,455,2087,3171,1733,5117,300
2663,TX,Grimes,31.1693363,-100.0768425,1901,1773,127,1407,331,130,66,154,463,926,357,996,0
2664,TX,Guadalupe,31.1693363,-100.0768425,17758,14667,3090,11185,2730,3429,1479,494,3249,6375,7638,14423,400
2665,TX,Hale,31.1693363,-100.0768425,1202,1019,182,575,120,465,198,145,335,459,261,819,21
2666,TX,Hall,31.1693363,-100.0768425,144,126,18,137,2,2,2,4,47,80,11,33,28
2667,TX,Hamilton,31.1693363,-100.0768425,633,596,37,623,0,2,10,126,168,200,136,417,46
2668,TX,Hansford,31.1693363,-100.0768425,211,199,12,207,0,3,0,31,62,87,31,105,0
2669,TX,Hardeman,31.1693363,-100.0768425,196,191,4,139,56,0,0,46,66,58,24,87,0
2670,TX,Hardin,31.1693363,-100.0768425,3857,3560,296,3274,221,279,158,473,1557,1264,561,2646,109
2671,TX,Harris,31.1693363,-100.0768425,159618,143454,16163,88349,37479,27395,12654,8900,34388,63288,53041,128881,9203
2672,TX,Harrison,31.1693363,-100.0768425,4282,3920,361,3293,846,116,63,389,1340,1698,853,3188,103
2673,TX,Hartley,31.1693363,-100.0768425,249,249,0,149,70,12,17,11,91,94,50,58,0
2674,TX,Haskell,31.1693363,-100.0768425,273,260,12,236,6,19,10,39,77,128,28,191,87
2675,TX,Hays,31.1693363,-100.0768425,11990,10990,998,8485,688,2537,623,322,2199,4580,4887,9741,663
2676,TX,Hemphill,31.1693363,-100.0768425,188,188,0,151,4,32,17,0,80,47,60,162,0
2677,TX,Henderson,31.1693363,-100.0768425,6685,6169,515,6028,257,268,150,600,2011,2825,1247,4508,195
2678,TX,Hidalgo,31.1693363,-100.0768425,18220,17413,807,6824,143,10958,1209,1495,4955,6934,4835,14084,741
2679,TX,Hill,31.1693363,-100.0768425,2662,2523,137,2417,52,142,72,190,955,1040,475,1982,192
2680,TX,Hockley,31.1693363,-100.0768425,935,882,51,725,19,180,69,72,304,363,195,743,35
2681,TX,Hood,31.1693363,-100.0768425,4927,4546,380,4582,37,255,139,212,1209,1812,1692,3608,232
2682,TX,Hopkins,31.1693363,-100.0768425,2359,2196,162,1920,193,124,150,145,820,856,536,1894,175
2683,TX,Houston,31.1693363,-100.0768425,1734,1658,75,1445,228,20,37,213,676,567,274,780,12
2684,TX,Howard,31.1693363,-100.0768425,2502,2236,265,1889,120,401,155,261,906,1019,315,1768,27
2685,TX,Hudspeth,31.1693363,-100.0768425,156,150,4,100,7,42,22,6,78,42,28,116,68
2686,TX,Hunt,31.1693363,-100.0768425,6517,5959,557,5511,398,349,436,325,1863,2796,1531,4805,94
2687,TX,Hutchinson,31.1693363,-100.0768425,1128,1101,26,968,59,71,89,43,518,472,93,994,132
2688,TX,Irion,31.1693363,-100.0768425,97,89,7,93,0,0,3,17,23,25,31,57,0
2689,TX,Jack,31.1693363,-100.0768425,407,394,11,398,0,8,7,35,171,122,77,306,0
2690,TX,Jackson,31.1693363,-100.0768425,690,643,47,537,51,91,8,66,258,226,138,535,23
2691,TX,Jasper,31.1693363,-100.0768425,2001,1901,99,1613,257,88,81,178,889,549,384,1267,124
2692,TX,Jeff Davis,31.1693363,-100.0768425,215,169,45,210,3,0,0,0,61,69,83,21,0
