,State,County,Latitude,Longitude,AveragePop2015to2019
1009,KS,Wyandotte,38.4987789,-98.3200779,164860.8
1010,KY,Kentucky,37.8222935,-85.7682399,4449050.4
1011,KY,Adair,37.8222935,-85.7682399,19221.8
1012,KY,Allen,37.8222935,-85.7682399,20944.2
1013,KY,Anderson,37.8222935,-85.7682399,22408.8
1014,KY,Ballard,37.8222935,-85.7682399,8032.0
1015,KY,Barren,37.8222935,-85.7682399,43883.8
1016,KY,Bath,37.8222935,-85.7682399,12354.8
1017,KY,Bell,37.8222935,-85.7682399,26791.2
1018,KY,Boone,37.8222935,-85.7682399,130819.6
1019,KY,Bourbon,37.8222935,-85.7682399,20058.4
1020,KY,Boyd,37.8222935,-85.7682399,47682.0
1021,KY,Boyle,37.8222935,-85.7682399,29972.2
1022,KY,Bracken,37.8222935,-85.7682399,8304.8
1023,KY,Breathitt,37.8222935,-85.7682399,12977.2
1024,KY,Breckinridge,37.8222935,-85.7682399,20175.6
1025,KY,Bullitt,37.8222935,-85.7682399,80170.6
1026,KY,Butler,37.8222935,-85.7682399,12764.0
1027,KY,Caldwell,37.8222935,-85.7682399,12702.2
1028,KY,Calloway,37.8222935,-85.7682399,38837.2
1029,KY,Campbell,37.8222935,-85.7682399,92861.4
1030,KY,Carlisle,37.8222935,-85.7682399,4784.4
1031,KY,Carroll,37.8222935,-85.7682399,10670.6
1032,KY,Carter,37.8222935,-85.7682399,27158.8
1033,KY,Casey,37.8222935,-85.7682399,15885.4
1034,KY,Christian,37.8222935,-85.7682399,71413.6
1035,KY,Clark,37.8222935,-85.7682399,35970.6
1036,KY,Clay,37.8222935,-85.7682399,20368.0
1037,KY,Clinton,37.8222935,-85.7682399,10193.0
1038,KY,Crittenden,37.8222935,-85.7682399,9000.0
1039,KY,Cumberland,37.8222935,-85.7682399,6697.0
1040,KY,Daviess,37.8222935,-85.7682399,100474.4
1041,KY,Edmonson,37.8222935,-85.7682399,12138.4
1042,KY,Elliott,37.8222935,-85.7682399,7509.6
1043,KY,Estill,37.8222935,-85.7682399,14224.4
1044,KY,Fayette,37.8222935,-85.7682399,320601.0
1045,KY,Fleming,37.8222935,-85.7682399,14512.8
1046,KY,Floyd,37.8222935,-85.7682399,36456.0
1047,KY,Franklin,37.8222935,-85.7682399,50529.2
1048,KY,Fulton,37.8222935,-85.7682399,6129.8
1049,KY,Gallatin,37.8222935,-85.7682399,8737.4
1050,KY,Garrard,37.8222935,-85.7682399,17444.6
1051,KY,Grant,37.8222935,-85.7682399,24950.6
1052,KY,Graves,37.8222935,-85.7682399,37248.0
1053,KY,Grayson,37.8222935,-85.7682399,26247.4
1054,KY,Green,37.8222935,-85.7682399,10979.0
1055,KY,Greenup,37.8222935,-85.7682399,35554.8
1056,KY,Hancock,37.8222935,-85.7682399,8720.4
1057,KY,Hardin,37.8222935,-85.7682399,108526.8
1058,KY,Harlan,37.8222935,-85.7682399,26699.4
1059,KY,Harrison,37.8222935,-85.7682399,18722.2
1060,KY,Hart,37.8222935,-85.7682399,18728.8
1061,KY,Henderson,37.8222935,-85.7682399,45829.0
1062,KY,Henry,37.8222935,-85.7682399,15911.2
1063,KY,Hickman,37.8222935,-85.7682399,4509.6
1064,KY,Hopkins,37.8222935,-85.7682399,45331.2
1065,KY,Jackson,37.8222935,-85.7682399,13368.6
1066,KY,Jefferson,37.8222935,-85.7682399,767419.2
1067,KY,Jessamine,37.8222935,-85.7682399,53031.8
1068,KY,Johnson,37.8222935,-85.7682399,22634.2
1069,KY,Kenton,37.8222935,-85.7682399,165667.6
1070,KY,Knott,37.8222935,-85.7682399,15259.6
1071,KY,Knox,37.8222935,-85.7682399,31365.0
1072,KY,Larue,37.8222935,-85.7682399,14204.2
1073,KY,Laurel,37.8222935,-85.7682399,60357.4
1074,KY,Lawrence,37.8222935,-85.7682399,15671.2
1075,KY,Lee,37.8222935,-85.7682399,6881.4
1076,KY,Leslie,37.8222935,-85.7682399,10282.6
1077,KY,Letcher,37.8222935,-85.7682399,22295.4
1078,KY,Lewis,37.8222935,-85.7682399,13417.0
1079,KY,Lincoln,37.8222935,-85.7682399,24476.0
1080,KY,Livingston,37.8222935,-85.7682399,9234.8
1081,KY,Logan,37.8222935,-85.7682399,26902.4
1082,KY,Lyon,37.8222935,-85.7682399,8270.8
1083,KY,McCracken,37.8222935,-85.7682399,65268.2
1084,KY,McCreary,37.8222935,-85.7682399,17464.8
1085,KY,McLean,37.8222935,-85.7682399,9282.6
1086,KY,Madison,37.8222935,-85.7682399,90801.6
1087,KY,Magoffin,37.8222935,-85.7682399,12491.0
1088,KY,Marion,37.8222935,-85.7682399,19244.4
1089,KY,Marshall,37.8222935,-85.7682399,31191.8
1090,KY,Martin,37.8222935,-85.7682399,11648.4
1091,KY,Mason,37.8222935,-85.7682399,17111.8
1092,KY,Meade,37.8222935,-85.7682399,28182.4
1093,KY,Menifee,37.8222935,-85.7682399,6442.6
1094,KY,Mercer,37.8222935,-85.7682399,21591.8
1095,KY,Metcalfe,37.8222935,-85.7682399,10035.8
1096,KY,Monroe,37.8222935,-85.7682399,10627.2
1097,KY,Montgomery,37.8222935,-85.7682399,27884.2
1098,KY,Morgan,37.8222935,-85.7682399,13287.6
1099,KY,Muhlenberg,37.8222935,-85.7682399,30950.6
1100,KY,Nelson,37.8222935,-85.7682399,45649.6
1101,KY,Nicholas,37.8222935,-85.7682399,7153.2
1102,KY,Ohio,37.8222935,-85.7682399,24070.6
1103,KY,Oldham,37.8222935,-85.7682399,65966.8
1104,KY,Owen,37.8222935,-85.7682399,10796.0
1105,KY,Owsley,37.8222935,-85.7682399,4441.6
1106,KY,Pendleton,37.8222935,-85.7682399,14572.4
1107,KY,Perry,37.8222935,-85.7682399,26624.4
1108,KY,Pike,37.8222935,-85.7682399,59497.0
1109,KY,Powell,37.8222935,-85.7682399,12303.8
1110,KY,Pulaski,37.8222935,-85.7682399,64350.4
1111,KY,Robertson,37.8222935,-85.7682399,2123.4
1112,KY,Rockcastle,37.8222935,-85.7682399,16820.0
1113,KY,Rowan,37.8222935,-85.7682399,24507.0
1114,KY,Russell,37.8222935,-85.7682399,17778.0
1115,KY,Scott,37.8222935,-85.7682399,54666.8
1116,KY,Shelby,37.8222935,-85.7682399,47325.4
1117,KY,Simpson,37.8222935,-85.7682399,18182.8
1118,KY,Spencer,37.8222935,-85.7682399,18679.8
1119,KY,Taylor,37.8222935,-85.7682399,25570.8
1120,KY,Todd,37.8222935,-85.7682399,12316.2
1121,KY,Trigg,37.8222935,-85.7682399,14449.4
1122,KY,Trimble,37.8222935,-85.7682399,8557.8
1123,KY,Union,37.8222935,-85.7682399,14637.6
1124,KY,Warren,37.8222935,-85.7682399,128652.2
1125,KY,Washington,37.8222935,-85.7682399,12022.8
1126,KY,Wayne,37.8222935,-85.7682399,20545.6
1127,KY,Webster,37.8222935,-85.7682399,13068.2
1128,KY,Whitley,37.8222935,-85.7682399,36131.2
1129,KY,Wolfe,37.8222935,-85.7682399,7206.8
1130,KY,Woodford,37.8222935,-85.7682399,26317.6
1131,LA,Louisiana,30.9733766,-91.4299097,4664361.4
1132,LA,Acadia,30.9733766,-91.4299097,62456.6
1133,LA,Allen,30.9733766,-91.4299097,25617.6
1134,LA,Ascension,30.9733766,-91.4299097,123114.2
1135,LA,Assumption,30.9733766,-91.4299097,22478.4
1136,LA,Avoyelles,30.9733766,-91.4299097,40668.8
1137,LA,Beauregard,30.9733766,-91.4299097,37043.4
1138,LA,Bienville,30.9733766,-91.4299097,13563.6
1139,LA,Bossier,30.9733766,-91.4299097,126498.8
1140,LA,Caddo,30.9733766,-91.4299097,245830.8
1141,LA,Calcasieu,30.9733766,-91.4299097,201619.4
1142,LA,Caldwell,30.9733766,-91.4299097,9992.0
1143,LA,Cameron,30.9733766,-91.4299097,6930.2
1144,LA,Catahoula,30.9733766,-91.4299097,9765.6
1145,LA,Claiborne,30.9733766,-91.4299097,15985.0
1146,LA,Concordia,30.9733766,-91.4299097,19777.8
1147,LA,De Soto,30.9733766,-91.4299097,27289.4
1148,LA,East Baton Rouge,30.9733766,-91.4299097,443763.4
1149,LA,East Carroll,30.9733766,-91.4299097,7095.6
1150,LA,East Feliciana,30.9733766,-91.4299097,19370.8
1151,LA,Evangeline,30.9733766,-91.4299097,33589.0
1152,LA,Franklin,30.9733766,-91.4299097,20238.2
1153,LA,Grant,30.9733766,-91.4299097,22340.4
1154,LA,Iberia,30.9733766,-91.4299097,71887.0
1155,LA,Iberville,30.9733766,-91.4299097,32822.0
1156,LA,Jackson,30.9733766,-91.4299097,15879.2
1157,LA,Jefferson,30.9733766,-91.4299097,434850.0
1158,LA,Jefferson Davis,30.9733766,-91.4299097,31440.8
1159,LA,Lafayette,30.9733766,-91.4299097,241973.2
1160,LA,Lafourche,30.9733766,-91.4299097,98107.6
1161,LA,La Salle,30.9733766,-91.4299097,14936.2
1162,LA,Lincoln,30.9733766,-91.4299097,47246.4
1163,LA,Livingston,30.9733766,-91.4299097,138927.6
1164,LA,Madison,30.9733766,-91.4299097,11305.8
1165,LA,Morehouse,30.9733766,-91.4299097,25609.6
1166,LA,Natchitoches,30.9733766,-91.4299097,38768.8
1167,LA,Orleans,30.9733766,-91.4299097,390845.2
1168,LA,Ouachita,30.9733766,-91.4299097,155493.6
1169,LA,Plaquemines,30.9733766,-91.4299097,23338.0
1170,LA,Pointe Coupee,30.9733766,-91.4299097,22016.2
1171,LA,Rapides,30.9733766,-91.4299097,130970.4
1172,LA,Red River,30.9733766,-91.4299097,8565.4
1173,LA,Richland,30.9733766,-91.4299097,20350.0
1174,LA,Sabine,30.9733766,-91.4299097,23990.8
1175,LA,St. Bernard,30.9733766,-91.4299097,46266.4
1176,LA,St. Charles,30.9733766,-91.4299097,52772.6
1177,LA,St. Helena,30.9733766,-91.4299097,10297.4
1178,LA,St. James,30.9733766,-91.4299097,21308.2
1179,LA,St. John the Baptist,30.9733766,-91.4299097,43241.6
1180,LA,St. Landry,30.9733766,-91.4299097,83171.6
1181,LA,St. Martin,30.9733766,-91.4299097,53732.2
1182,LA,St. Mary,30.9733766,-91.4299097,50968.4
1183,LA,St. Tammany,30.9733766,-91.4299097,255154.6
1184,LA,Tangipahoa,30.9733766,-91.4299097,132056.6
1185,LA,Tensas,30.9733766,-91.4299097,4561.2
1186,LA,Terrebonne,30.9733766,-91.4299097,112054.0
1187,LA,Union,30.9733766,-91.4299097,22352.8
1188,LA,Vermilion,30.9733766,-91.4299097,59865.0
1189,LA,Vernon,30.9733766,-91.4299097,49646.2
1190,LA,Washington,30.9733766,-91.4299097,46435.2
1191,LA,Webster,30.9733766,-91.4299097,39241.6
1192,LA,West Baton Rouge,30.9733766,-91.4299097,26100.8
1193,LA,West Carroll,30.9733766,-91.4299097,11040.8
1194,LA,West Feliciana,30.9733766,-91.4299097,15428.2
1195,LA,Winn,30.9733766,-91.4299097,14313.2
1196,ME,Maine,45.2185133,-69.0148656,1335492.0
1197,ME,Androscoggin,45.2185133,-69.0148656,107602.0
1198,ME,Aroostook,45.2185133,-69.0148656,67808.6
1199,ME,Cumberland,45.2185133,-69.0148656,292307.2
1200,ME,Franklin,45.2185133,-69.0148656,29982.4
1201,ME,Hancock,45.2185133,-69.0148656,54601.2
1202,ME,Kennebec,45.2185133,-69.0148656,121753.2
1203,ME,Knox,45.2185133,-69.0148656,39759.0
1204,ME,Lincoln,45.2185133,-69.0148656,34201.2
1205,ME,Oxford,45.2185133,-69.0148656,57549.8
1206,ME,Penobscot,45.2185133,-69.0148656,151774.4
1207,ME,Piscataquis,45.2185133,-69.0148656,16836.4
1208,ME,Sagadahoc,45.2185133,-69.0148656,35451.6
1209,ME,Somerset,45.2185133,-69.0148656,50519.8
1210,ME,Waldo,45.2185133,-69.0148656,39538.6
1211,ME,Washington,45.2185133,-69.0148656,31490.6
1212,ME,York,45.2185133,-69.0148656,204316.0
1213,MD,Maryland,38.8063524,-77.2684162,6018847.0
1214,MD,Allegany,38.8063524,-77.2684162,71444.8
1215,MD,Anne Arundel,38.8063524,-77.2684162,571275.4
1216,MD,Baltimore,38.8063524,-77.2684162,828017.8
1217,MD,Calvert,38.8063524,-77.2684162,91510.8
1218,MD,Caroline,38.8063524,-77.2684162,33048.6
1219,MD,Carroll,38.8063524,-77.2684162,167698.6
1220,MD,Cecil,38.8063524,-77.2684162,102552.4
1221,MD,Charles,38.8063524,-77.2684162,159428.0
1222,MD,Dorchester,38.8063524,-77.2684162,32137.8
1223,MD,Frederick,38.8063524,-77.2684162,251422.4
1224,MD,Garrett,38.8063524,-77.2684162,29234.6
1225,MD,Harford,38.8063524,-77.2684162,252221.8
1226,MD,Howard,38.8063524,-77.2684162,318855.0
1227,MD,Kent,38.8063524,-77.2684162,19535.8
1228,MD,Montgomery,38.8063524,-77.2684162,1043529.6
1229,MD,Prince George's,38.8063524,-77.2684162,908669.8
1230,MD,Queen Anne's,38.8063524,-77.2684162,49632.4
1231,MD,St. Mary's,38.8063524,-77.2684162,112290.4
1232,MD,Somerset,38.8063524,-77.2684162,25728.8
1233,MD,Talbot,38.8063524,-77.2684162,37167.2
1234,MD,Washington,38.8063524,-77.2684162,150108.8
1235,MD,Wicomico,38.8063524,-77.2684162,102538.6
1236,MD,Worcester,38.8063524,-77.2684162,51765.2
1237,MD,Baltimore,38.8063524,-77.2684162,609032.4
1238,MA,Massachusetts,42.0629398,-71.718067,6850552.6
1239,MA,Barnstable,42.0629398,-71.718067,213495.6
1240,MA,Berkshire,42.0629398,-71.718067,126424.6
1241,MA,Bristol,42.0629398,-71.718067,561036.6
1242,MA,Dukes,42.0629398,-71.718067,17312.2
1243,MA,Essex,42.0629398,-71.718067,783676.4
1244,MA,Franklin,42.0629398,-71.718067,70576.8
1245,MA,Hampden,42.0629398,-71.718067,467871.2
1246,MA,Hampshire,42.0629398,-71.718067,161031.8
1247,MA,Middlesex,42.0629398,-71.718067,1600841.6
1248,MA,Nantucket,42.0629398,-71.718067,11168.4
1249,MA,Norfolk,42.0629398,-71.718067,700437.0
1250,MA,Plymouth,42.0629398,-71.718067,515302.6
1251,MA,Suffolk,42.0629398,-71.718067,796605.4
1252,MA,Worcester,42.0629398,-71.718067,824772.4
1253,MI,Michigan,44.9435598,-86.4158049,9965265.8
1254,MI,Alcona,44.9435598,-86.4158049,10352.8
1255,MI,Alger,44.9435598,-86.4158049,9150.8
1256,MI,Allegan,44.9435598,-86.4158049,116142.6
1257,MI,Alpena,44.9435598,-86.4158049,28520.4
1258,MI,Antrim,44.9435598,-86.4158049,23206.2
1259,MI,Arenac,44.9435598,-86.4158049,15070.0
1260,MI,Baraga,44.9435598,-86.4158049,8421.0
1261,MI,Barry,44.9435598,-86.4158049,60539.8
1262,MI,Bay,44.9435598,-86.4158049,104104.2
1263,MI,Benzie,44.9435598,-86.4158049,17615.0
1264,MI,Berrien,44.9435598,-86.4158049,154133.2
1265,MI,Branch,44.9435598,-86.4158049,43512.6
1266,MI,Calhoun,44.9435598,-86.4158049,134211.8
1267,MI,Cass,44.9435598,-86.4158049,51523.4
1268,MI,Charlevoix,44.9435598,-86.4158049,26188.4
1269,MI,Cheboygan,44.9435598,-86.4158049,25417.6
1270,MI,Chippewa,44.9435598,-86.4158049,37629.0
1271,MI,Clare,44.9435598,-86.4158049,30650.6
1272,MI,Clinton,44.9435598,-86.4158049,78389.2
1273,MI,Crawford,44.9435598,-86.4158049,13892.2
1274,MI,Delta,44.9435598,-86.4158049,36025.6
1275,MI,Dickinson,44.9435598,-86.4158049,25438.8
1276,MI,Eaton,44.9435598,-86.4158049,109455.6
1277,MI,Emmet,44.9435598,-86.4158049,33104.0
1278,MI,Genesee,44.9435598,-86.4158049,407875.2
1279,MI,Gladwin,44.9435598,-86.4158049,25279.4
1280,MI,Gogebic,44.9435598,-86.4158049,15061.4
1281,MI,Grand Traverse,44.9435598,-86.4158049,92181.4
1282,MI,Gratiot,44.9435598,-86.4158049,40915.6
1283,MI,Hillsdale,44.9435598,-86.4158049,45756.6
1284,MI,Houghton,44.9435598,-86.4158049,36070.4
1285,MI,Huron,44.9435598,-86.4158049,31349.4
1286,MI,Ingham,44.9435598,-86.4158049,290587.2
1287,MI,Ionia,44.9435598,-86.4158049,64300.0
1288,MI,Iosco,44.9435598,-86.4158049,25197.0
1289,MI,Iron,44.9435598,-86.4158049,11152.4
1290,MI,Isabella,44.9435598,-86.4158049,70688.4
1291,MI,Jackson,44.9435598,-86.4158049,158636.0
1292,MI,Kalamazoo,44.9435598,-86.4158049,262744.8
1293,MI,Kalkaska,44.9435598,-86.4158049,17585.2
1294,MI,Kent,44.9435598,-86.4158049,648121.0
1295,MI,Keweenaw,44.9435598,-86.4158049,2110.6
1296,MI,Lake,44.9435598,-86.4158049,11852.0
1297,MI,Lapeer,44.9435598,-86.4158049,88037.8
1298,MI,Leelanau,44.9435598,-86.4158049,21652.0
1299,MI,Lenawee,44.9435598,-86.4158049,98381.2
1300,MI,Livingston,44.9435598,-86.4158049,189754.4
1301,MI,Luce,44.9435598,-86.4158049,6338.2
1302,MI,Mackinac,44.9435598,-86.4158049,10778.6
1303,MI,Macomb,44.9435598,-86.4158049,870325.0
1304,MI,Manistee,44.9435598,-86.4158049,24457.4
1305,MI,Marquette,44.9435598,-86.4158049,66686.2
1306,MI,Mason,44.9435598,-86.4158049,28954.4
1307,MI,Mecosta,44.9435598,-86.4158049,43251.4
1308,MI,Menominee,44.9435598,-86.4158049,23074.4
1309,MI,Midland,44.9435598,-86.4158049,83355.4
1310,MI,Missaukee,44.9435598,-86.4158049,15027.8
1311,MI,Monroe,44.9435598,-86.4158049,149727.0
1312,MI,Montcalm,44.9435598,-86.4158049,63413.4
1313,MI,Montmorency,44.9435598,-86.4158049,9265.2
1314,MI,Muskegon,44.9435598,-86.4158049,173296.8
1315,MI,Newaygo,44.9435598,-86.4158049,48366.4
1316,MI,Oakland,44.9435598,-86.4158049,1253184.6
1317,MI,Oceana,44.9435598,-86.4158049,26415.6
1318,MI,Ogemaw,44.9435598,-86.4158049,20897.6
1319,MI,Ontonagon,44.9435598,-86.4158049,5877.2
1320,MI,Osceola,44.9435598,-86.4158049,23290.2
1321,MI,Oscoda,44.9435598,-86.4158049,8247.8
1322,MI,Otsego,44.9435598,-86.4158049,24489.6
1323,MI,Ottawa,44.9435598,-86.4158049,286558.0
1324,MI,Presque Isle,44.9435598,-86.4158049,12713.6
1325,MI,Roscommon,44.9435598,-86.4158049,23850.6
1326,MI,Saginaw,44.9435598,-86.4158049,191821.4
1327,MI,St. Clair,44.9435598,-86.4158049,159246.6
1328,MI,St. Joseph,44.9435598,-86.4158049,60836.0
1329,MI,Sanilac,44.9435598,-86.4158049,41294.6
1330,MI,Schoolcraft,44.9435598,-86.4158049,8047.8
1331,MI,Shiawassee,44.9435598,-86.4158049,68340.4
1332,MI,Tuscola,44.9435598,-86.4158049,52939.0
1333,MI,Van Buren,44.9435598,-86.4158049,75357.6
1334,MI,Washtenaw,44.9435598,-86.4158049,367000.2
1335,MI,Wayne,44.9435598,-86.4158049,1757299.4
1336,MI,Wexford,44.9435598,-86.4158049,33256.2
1337,MN,Minnesota,46.4418595,-93.3655146,5563377.4
1338,MN,Aitkin,46.4418595,-93.3655146,15834.2
1339,MN,Anoka,46.4418595,-93.3655146,350253.4
1340,MN,Becker,46.4418595,-93.3655146,34011.4
1341,MN,Beltrami,46.4418595,-93.3655146,46402.6
1342,MN,Benton,46.4418595,-93.3655146,40128.6
1343,MN,Big Stone,46.4418595,-93.3655146,4996.0
1344,MN,Blue Earth,46.4418595,-93.3655146,66795.0
1345,MN,Brown,46.4418595,-93.3655146,25163.4
1346,MN,Carlton,46.4418595,-93.3655146,35633.2
1347,MN,Carver,46.4418595,-93.3655146,101948.8
1348,MN,Cass,46.4418595,-93.3655146,29268.4
1349,MN,Chippewa,46.4418595,-93.3655146,11953.0
1350,MN,Chisago,46.4418595,-93.3655146,55315.0
1351,MN,Clay,46.4418595,-93.3655146,63445.8
1352,MN,Clearwater,46.4418595,-93.3655146,8821.2
1353,MN,Cook,46.4418595,-93.3655146,5376.4
1354,MN,Cottonwood,46.4418595,-93.3655146,11298.6
1355,MN,Crow Wing,46.4418595,-93.3655146,64217.0
1356,MN,Dakota,46.4418595,-93.3655146,421453.0
1357,MN,Dodge,46.4418595,-93.3655146,20669.4
1358,MN,Douglas,46.4418595,-93.3655146,37513.0
1359,MN,Faribault,46.4418595,-93.3655146,13801.0
1360,MN,Fillmore,46.4418595,-93.3655146,20949.2
1361,MN,Freeborn,46.4418595,-93.3655146,30462.8
1362,MN,Goodhue,46.4418595,-93.3655146,46246.4
1363,MN,Grant,46.4418595,-93.3655146,5934.8
1364,MN,Hennepin,46.4418595,-93.3655146,1245837.2
1365,MN,Houston,46.4418595,-93.3655146,18647.6
1366,MN,Hubbard,46.4418595,-93.3655146,21018.8
1367,MN,Isanti,46.4418595,-93.3655146,39429.6
1368,MN,Itasca,46.4418595,-93.3655146,45140.8
1369,MN,Jackson,46.4418595,-93.3655146,9954.0
1370,MN,Kanabec,46.4418595,-93.3655146,16088.6
1371,MN,Kandiyohi,46.4418595,-93.3655146,42841.4
1372,MN,Kittson,46.4418595,-93.3655146,4311.2
1373,MN,Koochiching,46.4418595,-93.3655146,12514.6
1374,MN,Lac qui Parle,46.4418595,-93.3655146,6718.6
1375,MN,Lake,46.4418595,-93.3655146,10559.8
1376,MN,Lake of the Woods,46.4418595,-93.3655146,3770.6
1377,MN,Le Sueur,46.4418595,-93.3655146,28242.4
1378,MN,Lincoln,46.4418595,-93.3655146,5677.0
1379,MN,Lyon,46.4418595,-93.3655146,25756.6
1380,MN,McLeod,46.4418595,-93.3655146,35831.8
1381,MN,Mahnomen,46.4418595,-93.3655146,5501.4
1382,MN,Marshall,46.4418595,-93.3655146,9371.6
1383,MN,Martin,46.4418595,-93.3655146,19852.2
1384,MN,Meeker,46.4418595,-93.3655146,23104.6
1385,MN,Mille Lacs,46.4418595,-93.3655146,25865.2
1386,MN,Morrison,46.4418595,-93.3655146,33064.2
1387,MN,Mower,46.4418595,-93.3655146,39807.2
1388,MN,Murray,46.4418595,-93.3655146,8295.8
1389,MN,Nicollet,46.4418595,-93.3655146,33954.2
1390,MN,Nobles,46.4418595,-93.3655146,21734.0
1391,MN,Norman,46.4418595,-93.3655146,6519.6
1392,MN,Olmsted,46.4418595,-93.3655146,154809.4
1393,MN,Otter Tail,46.4418595,-93.3655146,58195.0
1394,MN,Pennington,46.4418595,-93.3655146,14182.6
1395,MN,Pine,46.4418595,-93.3655146,29223.4
1396,MN,Pipestone,46.4418595,-93.3655146,9190.6
1397,MN,Polk,46.4418595,-93.3655146,31521.4
1398,MN,Pope,46.4418595,-93.3655146,11047.6
1399,MN,Ramsey,46.4418595,-93.3655146,544442.4
1400,MN,Red Lake,46.4418595,-93.3655146,4014.8
1401,MN,Redwood,46.4418595,-93.3655146,15261.4
1402,MN,Renville,46.4418595,-93.3655146,14652.2
1403,MN,Rice,46.4418595,-93.3655146,66185.0
1404,MN,Rock,46.4418595,-93.3655146,9401.8
1405,MN,Roseau,46.4418595,-93.3655146,15361.2
1406,MN,St. Louis,46.4418595,-93.3655146,199759.2
1407,MN,Scott,46.4418595,-93.3655146,145275.4
1408,MN,Sherburne,46.4418595,-93.3655146,94462.8
1409,MN,Sibley,46.4418595,-93.3655146,14892.4
1410,MN,Stearns,46.4418595,-93.3655146,158452.0
1411,MN,Steele,46.4418595,-93.3655146,36683.4
1412,MN,Stevens,46.4418595,-93.3655146,9789.4
1413,MN,Swift,46.4418595,-93.3655146,9358.8
1414,MN,Todd,46.4418595,-93.3655146,24493.8
1415,MN,Traverse,46.4418595,-93.3655146,3311.4
1416,MN,Wabasha,46.4418595,-93.3655146,21536.8
1417,MN,Wadena,46.4418595,-93.3655146,13653.8
1418,MN,Waseca,46.4418595,-93.3655146,18739.6
1419,MN,Washington,46.4418595,-93.3655146,255938.2
1420,MN,Watonwan,46.4418595,-93.3655146,10971.6
1421,MN,Wilkin,46.4418595,-93.3655146,6290.6
1422,MN,Winona,46.4418595,-93.3655146,50725.0
1423,MN,Wright,46.4418595,-93.3655146,134438.4
1424,MN,Yellow Medicine,46.4418595,-93.3655146,9813.8
1425,MS,Mississippi,32.5851062,-89.8772196,2984417.6
1426,MS,Adams,32.5851062,-89.8772196,31265.8
1427,MS,Alcorn,32.5851062,-89.8772196,37090.0
1428,MS,Amite,32.5851062,-89.8772196,12411.6
1429,MS,Attala,32.5851062,-89.8772196,18437.0
1430,MS,Benton,32.5851062,-89.8772196,8231.8
1431,MS,Bolivar,32.5851062,-89.8772196,31848.0
1432,MS,Calhoun,32.5851062,-89.8772196,14498.6
1433,MS,Carroll,32.5851062,-89.8772196,10070.0
1434,MS,Chickasaw,32.5851062,-89.8772196,17193.2
1435,MS,Choctaw,32.5851062,-89.8772196,8277.2
1436,MS,Claiborne,32.5851062,-89.8772196,9089.4
1437,MS,Clarke,32.5851062,-89.8772196,15769.8
1438,MS,Clay,32.5851062,-89.8772196,19640.0
1439,MS,Coahoma,32.5851062,-89.8772196,23255.4
1440,MS,Copiah,32.5851062,-89.8772196,28501.0
1441,MS,Covington,32.5851062,-89.8772196,18978.4
1442,MS,DeSoto,32.5851062,-89.8772196,178974.8
1443,MS,Forrest,32.5851062,-89.8772196,75224.2
1444,MS,Franklin,32.5851062,-89.8772196,7732.6
1445,MS,George,32.5851062,-89.8772196,23916.8
1446,MS,Greene,32.5851062,-89.8772196,13645.2
1447,MS,Grenada,32.5851062,-89.8772196,21088.4
1448,MS,Hancock,32.5851062,-89.8772196,46961.4
1449,MS,Harrison,32.5851062,-89.8772196,204501.6
1450,MS,Hinds,32.5851062,-89.8772196,238797.0
1451,MS,Holmes,32.5851062,-89.8772196,17737.4
1452,MS,Humphreys,32.5851062,-89.8772196,8389.2
1453,MS,Issaquena,32.5851062,-89.8772196,1327.6
1454,MS,Itawamba,32.5851062,-89.8772196,23461.8
1455,MS,Jackson,32.5851062,-89.8772196,142375.8
1456,MS,Jasper,32.5851062,-89.8772196,16504.8
1457,MS,Jefferson,32.5851062,-89.8772196,7225.0
1458,MS,Jefferson Davis,32.5851062,-89.8772196,11339.0
1459,MS,Jones,32.5851062,-89.8772196,68352.0
1460,MS,Kemper,32.5851062,-89.8772196,9942.8
1461,MS,Lafayette,32.5851062,-89.8772196,53590.2
1462,MS,Lamar,32.5851062,-89.8772196,61969.2
1463,MS,Lauderdale,32.5851062,-89.8772196,76279.2
1464,MS,Lawrence,32.5851062,-89.8772196,12633.2
1465,MS,Leake,32.5851062,-89.8772196,22792.4
1466,MS,Lee,32.5851062,-89.8772196,85072.0
1467,MS,Leflore,32.5851062,-89.8772196,29222.2
1468,MS,Lincoln,32.5851062,-89.8772196,34320.0
1469,MS,Lowndes,32.5851062,-89.8772196,59149.6
1470,MS,Madison,32.5851062,-89.8772196,104561.8
1471,MS,Marion,32.5851062,-89.8772196,24990.2
1472,MS,Marshall,32.5851062,-89.8772196,35599.2
1473,MS,Monroe,32.5851062,-89.8772196,35673.2
1474,MS,Montgomery,32.5851062,-89.8772196,10068.4
1475,MS,Neshoba,32.5851062,-89.8772196,29331.6
1476,MS,Newton,32.5851062,-89.8772196,21359.8
1477,MS,Noxubee,32.5851062,-89.8772196,10699.8
1478,MS,Oktibbeha,32.5851062,-89.8772196,49511.6
1479,MS,Panola,32.5851062,-89.8772196,34189.8
1480,MS,Pearl River,32.5851062,-89.8772196,55218.8
1481,MS,Perry,32.5851062,-89.8772196,12006.4
1482,MS,Pike,32.5851062,-89.8772196,39532.0
1483,MS,Pontotoc,32.5851062,-89.8772196,31618.2
1484,MS,Prentiss,32.5851062,-89.8772196,25254.8
